Symbol,Company Name, Lead Market Maker
SMG,"SCOTTS MIRACLE-GR CO","WOLVERINE TRADING, LLC"
SMH,"MKT VECTORS SEMIS","TIMBER HILL LLC"
SMLP,"SUMMIT MIDSTREAM PRT","*** No LMM ***"
SN,"SANCHEZ ENERGY CORP","SUSQUEHANNA SECURITIES"
SNA,"SNAP ON INC","*** No LMM ***"
SNCR,"SYNCHRONOSS TECHNOLO","*** No LMM ***"
SNDK,"SANDISK CORPORATION","SUSQUEHANNA SECURITIES"
SNE,"SONY CP ADR","WOLVERINE TRADING, LLC"
SNI,"SCRIPPS NTWRKS INT A","*** No LMM ***"
SNMX,"SENOMYX, INC.","*** No LMM ***"
SNN,"SMITH&NEPHEW PLC NEW","SUSQUEHANNA SECURITIES"
SNSS,"SUNESIS PHARMACEUTIC","MORGAN STANLEY & CO. LLC"
SNTA,"SYNTA PHARMACEUTICAL","MORGAN STANLEY & CO. LLC"
SNV,"SYNOVUS FINL CP","CITADEL SECURITIES LLC"
SNX,"SYNNEX CORP","*** No LMM ***"
SNY,"SANOFI ADR","MORGAN STANLEY & CO. LLC"
SO,"SOUTHERN CO","SUSQUEHANNA SECURITIES"
SODA,"SODASTREAM INT LTD","MORGAN STANLEY & CO. LLC"
SOHU,"SOHU.COM INC","SUSQUEHANNA SECURITIES"
SOL,"RENESOLA LTD","WOLVERINE TRADING, LLC"
SONC,"SONIC CP","CITADEL SECURITIES LLC"
SONS,"SONUS NETWORKS INC","GOLDMAN, SACHS & CO."
SPG,"SIMON PPTY GRP INC","MORGAN STANLEY & CO. LLC"
SPLK,"SPLUNK INC.","SUSQUEHANNA SECURITIES"
SPLS,"STAPLES, INC.","TIMBER HILL LLC"
SPN,"SUPERIOR ENERGY SV","WOLVERINE TRADING, LLC"
SPNC,"SPECTRANETICS CP T","*** No LMM ***"
SPPI,"SPECTRUM PHARMA INC","MORGAN STANLEY & CO. LLC"
SPR,"SPIRIT AEROSYSTEMS H","WOLVERINE TRADING, LLC"
SPWR,"SUNPOWER CORPORATION","WOLVERINE TRADING, LLC"
SPXC,"SPX CORPORATION","WOLVERINE TRADING, LLC"
SPXL,"DIREXION S&P BULL 3X","SUSQUEHANNA SECURITIES"
SPXS,"DIREXION S&P500 BEAR","TIMBER HILL LLC"
SPXU,"PROSHARES","SUSQUEHANNA SECURITIES"
SPY,"SPDR S&P 500 ETF TRS","MORGAN STANLEY & CO. LLC"
SQ,"SQUARE, INC.","*** No LMM ***"
SQM,"SOCIEDAD DE CHILE SC","WOLVERINE TRADING, LLC"
SQNM,"SEQUENOM INC","GOLDMAN, SACHS & CO."
SQQQ,"PROSHRES ULTRPR SH Q","MORGAN STANLEY & CO. LLC"
SRE,"SEMPRA ENERGY","MORGAN STANLEY & CO. LLC"
SRNE,"SORRENTO THERPT CMN","*** No LMM ***"
SRPT,"SAREPTA THERAPEUTICS","CITADEL SECURITIES LLC"
SRS,"ULTRASHORT REAL ESTA","GOLDMAN, SACHS & CO."
SSE,"SEVENTY SEVEN ENERGY","*** No LMM ***"
SSH,"SUNSHINE HEART INC","*** No LMM ***"
SSNI,"SILVER SPRING NETWRK","CITADEL SECURITIES LLC"
SSO,"ULTRA S&P500 PROSHRS","SUSQUEHANNA SECURITIES"
SSRI,"SILVER STAND RES","*** No LMM ***"
SSTK,"SHUTTERSTOCK, INC.","*** No LMM ***"
SSW,"SEASPAN CORPORATION","CITADEL SECURITIES LLC"
SSYS,"STRATASYS, LTD.","MORGAN STANLEY & CO. LLC"
ST,"SENSATA TECH HOLDING","*** No LMM ***"
STAA,"STAAR SURGICAL CO","WOLVERINE TRADING, LLC"
STAR,"ISTAR INC.","WOLVERINE TRADING, LLC"
STAY,"EXTENDED STAY AMERCA","*** No LMM ***"
STI,"SUNTRUST BANKS","*** No LMM ***"
STJ,"ST. JUDE MEDICAL","GOLDMAN, SACHS & CO."
STKL,"SUNOPTA INC","*** No LMM ***"
STLD,"STEEL DYNAMICS INC","GOLDMAN, SACHS & CO."
STML,"STEMLINE THERAPEUTIC","*** No LMM ***"
STMP,"STAMPS.COM INC","*** No LMM ***"
STNG,"SCORPIO TANKERS INC.","*** No LMM ***"
STO,"STATOIL ASA","WOLVERINE TRADING, LLC"
STON,"STONEMOR LP UT","*** No LMM ***"
STR,"QUESTAR CP","CITADEL SECURITIES LLC"
STRP,"STRAIGHT PATH COMM","*** No LMM ***"
STRZA,"STARZ SERIES A","*** No LMM ***"
STT,"STATE STREET CP","SUSQUEHANNA SECURITIES"
STV,"CHINA DIG TV HDG ADS","*** No LMM ***"
STWD,"STARWOOD PROPERTY TR","*** No LMM ***"
STX,"SEAGATE TECH ORD SHS","WOLVERINE TRADING, LLC"
STZ,"CONSTELLATION BRD A","SUSQUEHANNA SECURITIES"
SU,"SUNCOR ENERGY INC","WOLVERINE TRADING, LLC"
SUN,"Sunoco LP","*** No LMM ***"
SUNE,"SunEdison, Inc.","MORGAN STANLEY & CO. LLC"
SUPN,"SUPERNUS PHARM","CITADEL SECURITIES LLC"
SVU,"SUPERVALU INC","WOLVERINE TRADING, LLC"
SVXY,"PROSHARES SHT VIX ST","SUSQUEHANNA SECURITIES"
SWC,"STILLWATER MNG CO","SUSQUEHANNA SECURITIES"
SWFT,"SWIFT TRANSPORTATION","TIMBER HILL LLC"
SWHC,"SMITH & WESSON","MORGAN STANLEY & CO. LLC"
SWIR,"SIERRA WIRELESS IN","MORGAN STANLEY & CO. LLC"
SWK,"STANLEY BLACK & DCKR","TIMBER HILL LLC"
SWKS,"SKYWORKS SOLUTIONS","CITADEL SECURITIES LLC"
SWN,"SOUTHWESTERN ENERGY","WOLVERINE TRADING, LLC"
SXC,"SUNCOKE ENERGY, INC","*** No LMM ***"
SXE,"SOUTHCROSS ENERGY LP","*** No LMM ***"
SXL,"SUNOCO LOG PTNRS LP","*** No LMM ***"
SYF,"Synchrony Financial","*** No LMM ***"
SYK,"STRYKER CP","MORGAN STANLEY & CO. LLC"
SYMC,"SYMANTEC CORPORATION","WOLVERINE TRADING, LLC"
SYNA,"SYNAPTICS INC","MORGAN STANLEY & CO. LLC"
SYRG,"SYNERGY RESOURCES CP","*** No LMM ***"
SYY,"SYSCO CP","CITADEL SECURITIES LLC"
SZMK,"SIZMEK INC COMMON ST","CITADEL SECURITIES LLC"
SZYM,"Solazyme, Inc.","CITADEL SECURITIES LLC"
T,"AT&T INC.","*** No LMM ***"
TA,"TRAVELCENTERS OF AME","*** No LMM ***"
TAHO,"TAHOE RES INC","*** No LMM ***"
TAL,"TAL INTERNATIONL GRP","WOLVERINE TRADING, LLC"
TAP,"MOLSON COORS CO CL B","SUSQUEHANNA SECURITIES"
TASR,"TASER INTL INC","MORGAN STANLEY & CO. LLC"
TAXI,"MEDALLION FIN CP","CITADEL SECURITIES LLC"
TBT,"PROSHARES TRUST","SUSQUEHANNA SECURITIES"
TCBI,"TEXAS CAPITAL BNCSH","*** No LMM ***"
TCK,"TECK RESOURCES CL B","TIMBER HILL LLC"
TCS,"CONTAINER STORE THE","WOLVERINE TRADING, LLC"
TCX,"TUCOWS INC CL A CMN","*** No LMM ***"
TD,"TORONTO DOMINION","*** No LMM ***"
TDC,"TERADATA CORP","TIMBER HILL LLC"
TDG,"TRANSDIGM GRP INC","*** No LMM ***"
TDW,"TIDEWATER INC","*** No LMM ***"
TE,"TECO ENERGY INC","*** No LMM ***"
TECD,"TECH DATA CP","*** No LMM ***"
TEL,"TE CONNECTIVITY LTD","*** No LMM ***"
TEN,"TENNECO INC","*** No LMM ***"
TEP,"TALLGRASS ENERGY","*** No LMM ***"
TER,"TERADYNE INC","WOLVERINE TRADING, LLC"
TERP,"TERRAFORM PWR CLA CM","CITADEL SECURITIES LLC"
TEVA,"TEVA PHARM INDS LTD","CITADEL SECURITIES LLC"
TEX,"TEREX CP","MORGAN STANLEY & CO. LLC"
TFM,"THE FRESH MARKET INC","WOLVERINE TRADING, LLC"
TFSL,"TFS FINANCIAL CORP.","*** No LMM ***"
TGA,"TRANSGLOBE ENERGY CP","*** No LMM ***"
TGB,"TASEKO MINES LTD","WOLVERINE TRADING, LLC"
TGNA,"TEGNA Inc.","CITADEL SECURITIES LLC"
TGP,"TEEKAY LNG PTRS LP","*** No LMM ***"
TGT,"TARGET CP","WOLVERINE TRADING, LLC"
TGTX,"TG THERAPEUTICSCMN","*** No LMM ***"
THC,"TENET HLTHCRE CP","CITADEL SECURITIES LLC"
THLD,"THRESHOLD PHARMACTL","*** No LMM ***"
THO,"THOR INDS INC","*** No LMM ***"
THRM,"GENTHERM INC CMN","CITADEL SECURITIES LLC"
TIF,"TIFFANY AND CO","SUSQUEHANNA SECURITIES"
TIME,"Time Inc.","GOLDMAN, SACHS & CO."
TITN,"TITAN MACHINERY INC.","WOLVERINE TRADING, LLC"
TIVO,"TIVO INC","WOLVERINE TRADING, LLC"
TJX,"T J X COS INC","SUSQUEHANNA SECURITIES"
TK,"TEEKAY CORP","SUSQUEHANNA SECURITIES"
TKR,"TIMKEN CO","CITADEL SECURITIES LLC"
TLGT,"TELIGENT CMN STK","*** No LMM ***"
TLLP,"TESORO LOGISTICS LP","*** No LMM ***"
TLRD,"TAILORED BRANDS, INC","SUSQUEHANNA SECURITIES"
TLT,"ISHARES  20","MORGAN STANLEY & CO. LLC"
TM,"TOYOTA MTR CP ADS","SUSQUEHANNA SECURITIES"
TMH,"TEAM HEALTH HOLDINGS","*** No LMM ***"
TMO,"THERMO FISHER SCIENT","GOLDMAN, SACHS & CO."
TMUS,"T-MOBILE US CMN","WOLVERINE TRADING, LLC"
TMV,"DIREXION DAILY 20-YE","SUSQUEHANNA SECURITIES"
TNA,"SMALL CAP BULL 3X","SUSQUEHANNA SECURITIES"
TNET,"TRINET GROUP, INC.","*** No LMM ***"
TNK,"TEEKAY TANKERS CL A","*** No LMM ***"
TNP,"TSAKOS ENERGY NAVIG","*** No LMM ***"
TNXP,"TONIX PHARM HLDG CMN","SUSQUEHANNA SECURITIES"
TOL,"TOLL BROTHERS INC","CITADEL SECURITIES LLC"
TOT,"TOTAL S.A.","*** No LMM ***"
TPH,"TRI POINTE GROUP, IN","CITADEL SECURITIES LLC"
TPLM,"TRIANGLE PETROLEUM","MORGAN STANLEY & CO. LLC"
TPX,"TEMPUR SEALY INTL","*** No LMM ***"
TQQQ,"PROSHRES ULTRPRO QQQ","SUSQUEHANNA SECURITIES"
TREX,"TREX CO INC","*** No LMM ***"
TRGP,"TARGA RESOURCES INC","MORGAN STANLEY & CO. LLC"
TRIP,"TRIPADVISOR, INC.","MORGAN STANLEY & CO. LLC"
TRMB,"TRIMBLE NAVIGATION","WOLVERINE TRADING, LLC"
TRN,"TRINITY IND","MORGAN STANLEY & CO. LLC"
TROV,"Trovagene Inc","*** No LMM ***"
TROW,"T ROWE PRICE GROUP","WOLVERINE TRADING, LLC"
TROX,"TRONOX LTD","TIMBER HILL LLC"
TRP,"TRANSCANADA CORP","CITADEL SECURITIES LLC"
TRQ,"TURQUOISE HILL RES","CITADEL SECURITIES LLC"
TRUE,"TRUECAR INC CMN","*** No LMM ***"
TRV,"THE TRAVELERS CO","WOLVERINE TRADING, LLC"
TS,"TENARIS S.A ADS","WOLVERINE TRADING, LLC"
TSCO,"TRACTOR SUPPLY CO","WOLVERINE TRADING, LLC"
TSEM,"TOWER SEMICONDUCTOR","*** No LMM ***"
TSL,"TRINA SOLAR LTD ADR","*** No LMM ***"
TSLA,"TESLA MOTORS INC","CITADEL SECURITIES LLC"
TSM,"TAIWAN SEMICOND ADS","*** No LMM ***"
TSN,"TYSON FOODS INC CL A","SUSQUEHANNA SECURITIES"
TSO,"TESORO CORP","CITADEL SECURITIES LLC"
TSRA,"TESSERA TECHNOLOGIES","SUSQUEHANNA SECURITIES"
TSRO,"TESARO, INC.","MORGAN STANLEY & CO. LLC"
TTM,"TATA MOTORS INC","WOLVERINE TRADING, LLC"
TTPH,"TETRAPHASE PHARMACEU","*** No LMM ***"
TTS,"TILE SHOP HLDGS CMN","WOLVERINE TRADING, LLC"
TTWO,"TAKE-TWO INTERACTI","CITADEL SECURITIES LLC"
TUES,"TUESDAY MORNING CO","CITADEL SECURITIES LLC"
TUMI,"TUMI HOLDINGS, INC.","*** No LMM ***"
TUP,"TUPPERWARE BRANDS CP","MORGAN STANLEY & CO. LLC"
TV,"TELVISA S.A.","CITADEL SECURITIES LLC"
TVPT,"TRAVELPORT WORLDWIDE","CITADEL SECURITIES LLC"
TWC,"TIME WARNER CABLE","GOLDMAN, SACHS & CO."
TWI,"TITAN INTL INC","WOLVERINE TRADING, LLC"
TWO,"TWO HARBORS INVT CP","WOLVERINE TRADING, LLC"
TWTR,"TWITTER, INC.","WOLVERINE TRADING, LLC"
TWX,"TIME WARNER INC NEW","MORGAN STANLEY & CO. LLC"
TXMD,"THERAPEUTICSMD INC","*** No LMM ***"
TXN,"TEXAS INSTRUMENTS","WOLVERINE TRADING, LLC"
TXRH,"TEXAS ROADHOUSE, INC","*** No LMM ***"
TXT,"TEXTRON INC","GOLDMAN, SACHS & CO."
TXTR,"TEXTURA CORPORATION","SUSQUEHANNA SECURITIES"
TYC,"TYCO INTL  PLC","*** No LMM ***"
TZA,"SMALL CAP BEAR 3X","MORGAN STANLEY & CO. LLC"
UA,"UNDER ARMOUR INC","MORGAN STANLEY & CO. LLC"
UAL,"UNITED CONTINENTAL H","TIMBER HILL LLC"
UAN,"CVR PARTNERS, LP","WOLVERINE TRADING, LLC"
UBNT,"UBIQUITI NETWORKS, I","MORGAN STANLEY & CO. LLC"
UCO,"PROSH ULTRA BB CRD","CITADEL SECURITIES LLC"
UEC,"URANIUM ENERGY CORP","WOLVERINE TRADING, LLC"
UEPS,"NET 1 UEPS TECHS INC","*** No LMM ***"
UFS,"DOMTAR CORP NEW","*** No LMM ***"
UGI,"U G I CP","WOLVERINE TRADING, LLC"
UHS,"UNIVERSAL HLTH SVC B","*** No LMM ***"
UIHC,"UNITED INSURANCE HLD","*** No LMM ***"
UIS,"UNISYS CP NEW","TIMBER HILL LLC"
UL,"UNILEVER PLC AMER","*** No LMM ***"
ULTA,"ULTA SALON, COSMETIC","WOLVERINE TRADING, LLC"
ULTI,"ULTIMATE SOFTWARE","*** No LMM ***"
UN,"UNILEVER N V N Y","*** No LMM ***"
UNFI,"UNITED NAT FOODS I","*** No LMM ***"
UNG,"US NAT GAS FD ETF","SUSQUEHANNA SECURITIES"
UNH,"UNITEDHEALTH GROUP","WOLVERINE TRADING, LLC"
UNIS,"Unilife Corporation","WOLVERINE TRADING, LLC"
UNM,"UNUM GROUP","*** No LMM ***"
UNP,"UNION PACIFIC","SUSQUEHANNA SECURITIES"
UNT,"UNIT CP","*** No LMM ***"
UNXL,"UNI-PIXEL INC","CITADEL SECURITIES LLC"
UPL,"ULTRA PETROLEUM CORP","*** No LMM ***"
UPRO,"PROSHARES","SUSQUEHANNA SECURITIES"
UPS,"UNITED PARCEL SVC","WOLVERINE TRADING, LLC"
URBN,"URBAN OUTFITTERS INC","GOLDMAN, SACHS & CO."
URE,"ULTRA REAL ESTATE PR","SUSQUEHANNA SECURITIES"
URI,"UNITED RENTALS INC","WOLVERINE TRADING, LLC"
USAC,"USA COMPRESSION PRTN","*** No LMM ***"
USB,"US BANCORP","WOLVERINE TRADING, LLC"
USG,"U S G CP","WOLVERINE TRADING, LLC"
USO,"U.S. OIL FUND  ETF","TIMBER HILL LLC"
UTEK,"ULTRATECH INC","WOLVERINE TRADING, LLC"
UTHR,"UNITED THERAPEUTIC","MORGAN STANLEY & CO. LLC"
UTX,"UNITED TECH","SUSQUEHANNA SECURITIES"
UUP,"PS DB USD IDX BL FD","WOLVERINE TRADING, LLC"
UVE,"UNIVERSAL INSUR HLDG","*** No LMM ***"
UVXY,"PROSHARES OUT VIX ST","GOLDMAN, SACHS & CO."
UYG,"ULTRA FINANCIALS PRO","GOLDMAN, SACHS & CO."
V,"VISA INC.","MORGAN STANLEY & CO. LLC"
VA,"VIRGIN AMERICA CS","*** No LMM ***"
VAL,"VALSPAR CORP","WOLVERINE TRADING, LLC"
VALE,"VALE S.A. ADS","GOLDMAN, SACHS & CO."
VAR,"VARIAN MED SYS INC","WOLVERINE TRADING, LLC"
VC,"VISTEON CORP","SUSQUEHANNA SECURITIES"
VCRA,"VOCERA COMMS, INC.","MORGAN STANLEY & CO. LLC"
VDSI,"VASCO DATA SECURITY","*** No LMM ***"
VECO,"VEECO INSTRUMENT","WOLVERINE TRADING, LLC"
VEEV,"VEEVA SYSTEMS INC.","SUSQUEHANNA SECURITIES"
VER,"VEREIT, INC. CMN","SUSQUEHANNA SECURITIES"
VFC,"V F CP","WOLVERINE TRADING, LLC"
VHC,"VIRNETX HOLDING CORP","MORGAN STANLEY & CO. LLC"
VIAB,"VIACOM INC CL B","CITADEL SECURITIES LLC"
VIAV,"VIAVI SOLUTIONS CMN","CITADEL SECURITIES LLC"
VICL,"VICAL INCORPORATED","CITADEL SECURITIES LLC"
VIP,"VIMPELCOM LTD ADS","SUSQUEHANNA SECURITIES"
VIPS,"VIPSHOP HOLDINGS LTD","MORGAN STANLEY & CO. LLC"
VIXY,"PROSHARES VIX SHORT-","SUSQUEHANNA SECURITIES"
VJET,"VOXELJET AG","GOLDMAN, SACHS & CO."
VLO,"VALERO ENERGY CP","SUSQUEHANNA SECURITIES"
VMC,"VULCAN MATERIALS HC","*** No LMM ***"
VMW,"VMWARE, INC.","WOLVERINE TRADING, LLC"
VNCE,"VINCE HOLDING CORP.","*** No LMM ***"
VNDA,"VANDA PHARMACEUTICAL","GOLDMAN, SACHS & CO."
VNET,"21VIANET GROUP, INC.","WOLVERINE TRADING, LLC"
VNO,"VORNADO REALTY TRUST","WOLVERINE TRADING, LLC"
VNR,"VANGUARD NATURAL RES","WOLVERINE TRADING, LLC"
VOD,"VODAFONE GRP PLC ADS","TIMBER HILL LLC"
VOYA,"VOYA FINL, INC.","SUSQUEHANNA SECURITIES"
VRA,"VERA BRADLEY","SUSQUEHANNA SECURITIES"
VRNG,"VRINGO, INC. CMN","MORGAN STANLEY & CO. LLC"
VRSK,"VERISK ANALYTICS INC","CITADEL SECURITIES LLC"
VRSN,"VERISIGN, INC.","WOLVERINE TRADING, LLC"
VRTX,"VERTEX PHARMACEUTIC","MORGAN STANLEY & CO. LLC"
VRX,"VALEANT PHARM INT'L","SUSQUEHANNA SECURITIES"
VSAT,"VIASAT INC","*** No LMM ***"
VSI,"VITAMIN SHOPPE, INC","WOLVERINE TRADING, LLC"
VSLR,"VIVINT SOLAR, INC.","*** No LMM ***"
VTL,"VITAL THERAPIES, INC","*** No LMM ***"
VTR,"VENTAS INC","WOLVERINE TRADING, LLC"
VVUS,"VIVUS, INC.","GOLDMAN, SACHS & CO."
VWO,"VANGRD FTSE EMRG","WOLVERINE TRADING, LLC"
VXX,"IPATH S&P 500 VIX SH","SUSQUEHANNA SECURITIES"
VZ,"VERIZON COMMUN","CITADEL SECURITIES LLC"
W,"Wayfair Inc.","*** No LMM ***"
WAB,"WESTINGHOUSE AIR BRA","*** No LMM ***"
WAC,"WALTER INVESTMENT MG","WOLVERINE TRADING, LLC"
WAT,"WATERS CP","WOLVERINE TRADING, LLC"
WB,"WEIBO CORP. ADS","MORGAN STANLEY & CO. LLC"
WBA,"WALGREENS BTS ALN CM","SUSQUEHANNA SECURITIES"
WBAI,"500.COM LTD.","*** No LMM ***"
WBMD,"WEBMD HEALTH CORP","SUSQUEHANNA SECURITIES"
WCC,"WESCO INTL INC","*** No LMM ***"
WCG,"WELLCARE HEALTHPLANS","WOLVERINE TRADING, LLC"
WCN,"WASTE CONNECTIONS","*** No LMM ***"
WDAY,"WORKDAY, INC.","MORGAN STANLEY & CO. LLC"
WDC,"WESTERN DIGITAL CP","SUSQUEHANNA SECURITIES"
WEB,"WEB.COM GROUP, INC.","CITADEL SECURITIES LLC"
WEC,"WEC ENERGY GP, INC.","CITADEL SECURITIES LLC"
WEN,"WENDYS COMPANY (THE)","WOLVERINE TRADING, LLC"
WES,"WESTERN GAS PARTNERS","*** No LMM ***"
WETF,"WISDOMTREE INVSTMNTS","MORGAN STANLEY & CO. LLC"
WFC,"WELLS FARGO & CO NEW","CITADEL SECURITIES LLC"
WFM,"WHOLE FOODS MARKET","SUSQUEHANNA SECURITIES"
WFT,"WEATHERFORD INTL PLC","WOLVERINE TRADING, LLC"
WGO,"WINNEBAGO IND INC","*** No LMM ***"
WHR,"WHIRLPOOL CP","GOLDMAN, SACHS & CO."
WIN,"WINDSTREAM HLDGS INC","WOLVERINE TRADING, LLC"
WING,"WINGSTOP INC. CMN","*** No LMM ***"
WIX,"WIX.COM LTD.","*** No LMM ***"
WLB,"WESTMORELAND COAL","CITADEL SECURITIES LLC"
WLK,"WESTLAKE CHEMICAL CO","SUSQUEHANNA SECURITIES"
WLL,"WHITING PETE CORP","WOLVERINE TRADING, LLC"
WM,"WASTE MGMT INC","TIMBER HILL LLC"
WMB,"WILLIAMS COS","WOLVERINE TRADING, LLC"
WMC,"WESTERN ASSET MTG","CITADEL SECURITIES LLC"
WMT,"WAL MART STORES","CITADEL SECURITIES LLC"
WNC,"WABASH NATL CP","*** No LMM ***"
WNR,"WESTERN REFINING INC","WOLVERINE TRADING, LLC"
WPC,"W.P. CAREY INC.","*** No LMM ***"
WPG,"WP GLIMCHER INC.","SUSQUEHANNA SECURITIES"
WPRT,"WESTPORT INNOVATIONS","WOLVERINE TRADING, LLC"
WPX,"WPX ENERGY, INC.","WOLVERINE TRADING, LLC"
WRK,"WESTROCK CO","*** No LMM ***"
WSM,"WILLIAMS SONOMA INC","*** No LMM ***"
WTI,"W&T OFFSHORE, INC.","WOLVERINE TRADING, LLC"
WTW,"WEIGHT WATCHERS INTL","WOLVERINE TRADING, LLC"
WU,"WESTERN UNION COMPAN","WOLVERINE TRADING, LLC"
WUBA,"58.COM INC","SUSQUEHANNA SECURITIES"
WWAV,"WHITEWAVE FOODS CO","MORGAN STANLEY & CO. LLC"
WWE,"WORLD WRESTLING ENT","TIMBER HILL LLC"
WY,"WEYERHAEUSER CO","*** No LMM ***"
WYN,"WYNDHAM WORLDWIDE","*** No LMM ***"
WYNN,"WYNN RESORTS LIMITED","CITADEL SECURITIES LLC"
X,"UNITED STATES STEEL","WOLVERINE TRADING, LLC"
XBI,"SPDR S&P Biotech ETF","*** No LMM ***"
XCO,"EXCO RESOURCES INC","WOLVERINE TRADING, LLC"
XEC,"CIMAREX ENERGY CO","MORGAN STANLEY & CO. LLC"
XHB,"SPDR HOMEBUILDERS ET","WOLVERINE TRADING, LLC"
XIN,"XINYUAN RE CO ADS","SUSQUEHANNA SECURITIES"
XL,"XL Group plc","SUSQUEHANNA SECURITIES"
XLB,"MATERIALS SS SPDR FD","TIMBER HILL LLC"
XLE,"ENERGY SELECT SPDR","WOLVERINE TRADING, LLC"
XLF,"FINANCIAL SEL SPDR","WOLVERINE TRADING, LLC"
XLI,"INDUSTRIAL SPDR","WOLVERINE TRADING, LLC"
XLK,"TECHNOLOGY SPDR","WOLVERINE TRADING, LLC"
XLNX,"XILINX, INC.","WOLVERINE TRADING, LLC"
XLP,"CONSUMER STAP SPDR","WOLVERINE TRADING, LLC"
XLRN,"ACCELERON PHARMA CMN","*** No LMM ***"
XLU,"UTILITIES SEL SPDR","SUSQUEHANNA SECURITIES"
XLV,"HEALTHCARE SS SPDR F","CITADEL SECURITIES LLC"
XLY,"CONSUMER DIS SS SPDR","SUSQUEHANNA SECURITIES"
XME,"SPDR S&P METALS & MI","SUSQUEHANNA SECURITIES"
XNET,"XUNLEI LIMITED ADR","*** No LMM ***"
XNPT,"XENOPORT","*** No LMM ***"
XOM,"EXXON MOBIL CP","TIMBER HILL LLC"
XOMA,"XOMA Corporation","MORGAN STANLEY & CO. LLC"
XON,"INTREXON CORP","MORGAN STANLEY & CO. LLC"
XONE,"THE EXONE COMPANY","SUSQUEHANNA SECURITIES"
XOP,"ST SPDR O&G E&P ETF","*** No LMM ***"
XPO,"XPO LOGISTICS, INC.","WOLVERINE TRADING, LLC"
XRT,"SPDR RETAIL ETF","WOLVERINE TRADING, LLC"
XRX,"XEROX CP","WOLVERINE TRADING, LLC"
XXII,"22ND CENTURY GRP","SUSQUEHANNA SECURITIES"
YCS,"PROSHS ULTRASHRT YEN","MORGAN STANLEY & CO. LLC"
YELP,"YELP INC.","CITADEL SECURITIES LLC"
YGE,"YINGLI GRN ENGY ADR","*** No LMM ***"
YHOO,"YAHOO! INC.","WOLVERINE TRADING, LLC"
YNDX,"YANDEX N.V.","MORGAN STANLEY & CO. LLC"
YOKU,"Youku Tudou Inc.","WOLVERINE TRADING, LLC"
YPF,"Y P F SOCIEDADE ANON","MORGAN STANLEY & CO. LLC"
YRCW,"YRC WORLDWIDE","WOLVERINE TRADING, LLC"
YUM,"YUM BRANDS INC","CITADEL SECURITIES LLC"
YY,"YY INC","CITADEL SECURITIES LLC"
Z,"ZILLOW GROUP CL C","*** No LMM ***"
ZAGG,"ZAGG INC","WOLVERINE TRADING, LLC"
ZAYO,"ZAYO GRP HLDGS, INC.","*** No LMM ***"
ZBH,"ZIMMER BIOMET HLDGS","CITADEL SECURITIES LLC"
ZBRA,"ZEBRA TECHNOLOGIES","CITADEL SECURITIES LLC"
ZEN,"Zendesk, Inc.","*** No LMM ***"
ZG,"ZILLOW GRP INC CL A","CITADEL SECURITIES LLC"
ZGNX,"ZOGENIX, INC.","MORGAN STANLEY & CO. LLC"
ZION,"ZIONS BANCORPORATION","CITADEL SECURITIES LLC"
ZIOP,"ZIOPHARM ONCOLOGY IN","CITADEL SECURITIES LLC"
ZLTQ,"ZELTIQ AESTHETICS","WOLVERINE TRADING, LLC"
ZNGA,"ZYNGA INC CL A CMN","WOLVERINE TRADING, LLC"
ZNH,"CHINA SOUTH AIR LTD","*** No LMM ***"
ZOES,"ZOE'S KITCHEN, INC.","*** No LMM ***"
ZSL,"PROSHARES ULTRA SHT","GOLDMAN, SACHS & CO."
ZTS,"ZOETIS INC.","TIMBER HILL LLC"
ZUMZ,"ZUMIEZ INC","*** No LMM ***"
